registered,instant,cnt,windspeed,yr,weathersit,casual,dteday,atemp,mnth,hum,temp,weekday,workingday,season,holiday
27,479,27,0.3284,0,1,0,2011-01-21,0.0455,1,0.38,0.06,5,1,1,0
13,480,13,0.2537,0,1,0,2011-01-22,0.0303,1,0.45,0.04,6,0,1,0
9,481,12,0.3881,0,2,3,2011-01-22,0.0,1,0.41,0.04,6,0,1,0
11,482,11,0.2537,0,2,0,2011-01-22,0.0303,1,0.41,0.04,6,0,1,0
6,483,7,0.2836,0,2,1,2011-01-22,0.0303,1,0.41,0.04,6,0,1,0
3,484,3,0.2985,0,2,0,2011-01-22,0.0152,1,0.48,0.02,6,0,1,0
2,485,2,0.2239,0,2,0,2011-01-22,0.0303,1,0.44,0.02,6,0,1,0
8,486,8,0.2836,0,1,0,2011-01-22,0.0152,1,0.44,0.02,6,0,1,0
26,487,27,0.3284,0,1,1,2011-01-22,0.0,1,0.44,0.02,6,0,1,0
37,488,40,0.2537,0,1,3,2011-01-22,0.0303,1,0.41,0.04,6,0,1,0
50,489,53,0.1642,0,2,3,2011-01-22,0.0606,1,0.41,0.04,6,0,1,0
59,490,63,0.1343,0,2,4,2011-01-22,0.0758,1,0.38,0.06,6,0,1,0
60,491,70,0.1045,0,2,10,2011-01-22,0.1061,1,0.38,0.06,6,0,1,0
72,492,84,0.0,0,1,12,2011-01-22,0.1667,1,0.35,0.08,6,0,1,0
64,493,75,0.1045,0,1,11,2011-01-22,0.1364,1,0.33,0.1,6,0,1,0
93,494,103,0.0,0,1,10,2011-01-22,0.1515,1,0.28,0.12,6,0,1,0
72,495,83,0.194,0,1,11,2011-01-22,0.1364,1,0.28,0.12,6,0,1,0
59,496,67,0.0,0,1,8,2011-01-22,0.197,1,0.28,0.12,6,0,1,0
54,497,54,0.194,0,1,0,2011-01-22,0.0909,1,0.35,0.08,6,0,1,0
53,498,59,0.1343,0,1,6,2011-01-22,0.1061,1,0.35,0.08,6,0,1,0
44,499,45,0.1642,0,1,1,2011-01-22,0.0758,1,0.45,0.06,6,0,1,0
39,500,39,0.0896,0,1,0,2011-01-22,0.1061,1,0.41,0.06,6,0,1,0
23,501,30,0.0,0,1,7,2011-01-22,0.1515,1,0.49,0.06,6,0,1,0
31,502,33,0.1045,0,1,2,2011-01-22,0.0758,1,0.57,0.04,6,0,1,0
20,503,22,0.1045,0,1,2,2011-01-23,0.0758,1,0.57,0.04,0,0,1,0
12,504,13,0.1045,0,1,1,2011-01-23,0.0758,1,0.57,0.04,0,0,1,0
15,505,18,0.1343,0,1,3,2011-01-23,0.0606,1,0.62,0.02,0,0,1,0
4,506,5,0.1343,0,1,1,2011-01-23,0.0606,1,0.62,0.02,0,0,1,0
3,507,3,0.1045,0,2,0,2011-01-23,0.0758,1,0.57,0.04,0,0,1,0
1,508,1,0.1045,0,2,0,2011-01-23,0.0758,1,0.57,0.04,0,0,1,0
1,509,2,0.1642,0,1,1,2011-01-23,0.1061,1,0.58,0.08,0,0,1,0
17,510,19,0.1642,0,1,2,2011-01-23,0.0758,1,0.62,0.06,0,0,1,0
25,511,28,0.3582,0,1,3,2011-01-23,0.0758,1,0.54,0.1,0,0,1,0
51,512,58,0.3881,0,1,7,2011-01-23,0.1061,1,0.46,0.14,0,0,1,0
77,513,99,0.2239,0,1,22,2011-01-23,0.1364,1,0.43,0.14,0,0,1,0
92,514,116,0.4627,0,1,24,2011-01-23,0.1212,1,0.37,0.16,0,0,1,0
75,515,87,0.3881,0,1,12,2011-01-23,0.1061,1,0.33,0.14,0,0,1,0
93,516,110,0.3582,0,1,17,2011-01-23,0.1364,1,0.28,0.16,0,0,1,0
64,517,77,0.3582,0,1,13,2011-01-23,0.1364,1,0.28,0.16,0,0,1,0
56,518,65,0.3284,0,1,9,2011-01-23,0.1364,1,0.26,0.16,0,0,1,0
50,519,55,0.3881,0,1,5,2011-01-23,0.1061,1,0.26,0.14,0,0,1,0
44,520,49,0.2537,0,1,5,2011-01-23,0.1212,1,0.3,0.12,0,0,1,0
45,521,50,0.2836,0,1,5,2011-01-23,0.1212,1,0.3,0.12,0,0,1,0
31,522,35,0.2537,0,1,4,2011-01-23,0.1061,1,0.36,0.1,0,0,1,0
20,523,25,0.194,0,1,5,2011-01-23,0.1061,1,0.36,0.1,0,0,1,0
23,524,28,0.194,0,1,5,2011-01-23,0.0909,1,0.38,0.08,0,0,1,0
17,525,21,0.2239,0,1,4,2011-01-23,0.0606,1,0.41,0.06,0,0,1,0
7,526,7,0.194,0,1,0,2011-01-24,0.0606,1,0.41,0.06,1,1,1,0
1,527,1,0.194,0,1,0,2011-01-24,0.0455,1,0.45,0.04,1,1,1,0
1,528,1,0.2537,0,1,0,2011-01-24,0.0303,1,0.45,0.04,1,1,1,0
1,529,1,0.1343,0,1,0,2011-01-24,0.0606,1,0.48,0.02,1,1,1,0
5,530,5,0.1343,0,1,0,2011-01-24,0.0606,1,0.48,0.02,1,1,1,0
15,531,15,0.0896,0,1,0,2011-01-24,0.0758,1,0.48,0.02,1,1,1,0
79,532,84,0.0,0,1,5,2011-01-24,0.1212,1,0.48,0.02,1,1,1,0
171,533,177,0.0,0,1,6,2011-01-24,0.1364,1,0.49,0.04,1,1,1,0
98,534,102,0.0,0,1,4,2011-01-24,0.1515,1,0.41,0.06,1,1,1,0
34,535,40,0.0,0,1,6,2011-01-24,0.1364,1,0.42,0.1,1,1,1,0
43,536,46,0.1343,0,1,3,2011-01-24,0.1212,1,0.46,0.1,1,1,1,0
52,537,63,0.194,0,2,11,2011-01-24,0.1364,1,0.42,0.12,1,1,1,0
54,538,60,0.2239,0,2,6,2011-01-24,0.1364,1,0.43,0.14,1,1,1,0
43,539,45,0.2239,0,2,2,2011-01-24,0.1364,1,0.46,0.14,1,1,1,0
50,540,57,0.1642,0,1,7,2011-01-24,0.1667,1,0.4,0.16,1,1,1,0
66,541,70,0.2537,0,1,4,2011-01-24,0.1515,1,0.47,0.16,1,1,1,0
178,542,184,0.2537,0,1,6,2011-01-24,0.1212,1,0.5,0.14,1,1,1,0
145,543,153,0.194,0,1,8,2011-01-24,0.1364,1,0.59,0.14,1,1,1,0
101,544,106,0.1642,0,1,5,2011-01-24,0.1515,1,0.54,0.14,1,1,1,0
80,545,81,0.194,0,1,1,2011-01-24,0.1364,1,0.59,0.14,1,1,1,0
53,546,59,0.1642,0,1,6,2011-01-24,0.1515,1,0.63,0.14,1,1,1,0
32,547,35,0.2239,0,2,3,2011-01-24,0.1364,1,0.63,0.14,1,1,1,0
21,548,24,0.2537,0,2,3,2011-01-24,0.1515,1,0.64,0.16,1,1,1,0
6,549,9,0.2836,0,2,3,2011-01-25,0.1364,1,0.69,0.16,2,1,1,0
5,550,5,0.1642,0,2,0,2011-01-25,0.1667,1,0.69,0.16,2,1,1,0
2,551,2,0.2239,0,1,0,2011-01-25,0.1515,1,0.69,0.16,2,1,1,0
1,552,1,0.1045,0,1,0,2011-01-25,0.1667,1,0.74,0.14,2,1,1,0
9,553,9,0.2239,0,1,0,2011-01-25,0.1364,1,0.74,0.14,2,1,1,0
35,554,36,0.1045,0,1,1,2011-01-25,0.1818,1,0.74,0.16,2,1,1,0
103,555,108,0.2239,0,1,5,2011-01-25,0.1515,1,0.74,0.16,2,1,1,0
233,556,238,0.1343,0,2,5,2011-01-25,0.1818,1,0.74,0.16,2,1,1,0
134,557,144,0.0896,0,2,10,2011-01-25,0.2273,1,0.64,0.2,2,1,1,0
49,558,55,0.1045,0,2,6,2011-01-25,0.2424,1,0.6,0.22,2,1,1,0
55,559,61,0.1343,0,2,6,2011-01-25,0.2424,1,0.6,0.24,2,1,1,0
85,560,106,0.0896,0,2,21,2011-01-25,0.2879,1,0.56,0.26,2,1,1,0
72,561,93,0.1343,0,2,21,2011-01-25,0.2727,1,0.56,0.26,2,1,1,0
57,562,68,0.0,0,2,11,2011-01-25,0.3333,1,0.45,0.3,2,1,1,0
63,563,84,0.0,0,2,21,2011-01-25,0.3485,1,0.42,0.32,2,1,1,0
102,564,116,0.0,0,2,14,2011-01-25,0.3485,1,0.42,0.32,2,1,1,0
208,565,222,0.0,0,1,14,2011-01-25,0.3333,1,0.45,0.3,2,1,1,0
218,566,225,0.0896,0,2,7,2011-01-25,0.3182,1,0.49,0.3,2,1,1,0
133,567,146,0.1642,0,2,13,2011-01-25,0.2576,1,0.65,0.26,2,1,1,0
103,568,119,0.194,0,1,16,2011-01-25,0.2273,1,0.65,0.24,2,1,1,0
40,569,45,0.194,0,1,5,2011-01-25,0.2273,1,0.65,0.24,2,1,1,0
49,570,53,0.1642,0,1,4,2011-01-25,0.2273,1,0.64,0.22,2,1,1,0
37,571,40,0.1642,0,2,3,2011-01-25,0.2273,1,0.64,0.22,2,1,1,0
14,572,17,0.1343,0,2,3,2011-01-26,0.2273,1,0.69,0.22,3,1,1,0
5,573,5,0.1343,0,2,0,2011-01-26,0.2424,1,0.65,0.24,3,1,1,0
7,574,10,0.194,0,3,3,2011-01-26,0.2273,1,0.69,0.22,3,1,1,0
1,575,1,0.2836,0,3,0,2011-01-26,0.1818,1,0.86,0.2,3,1,1,0
8,576,8,0.2836,0,3,0,2011-01-26,0.1818,1,0.86,0.2,3,1,1,0
29,577,30,0.2985,0,3,1,2011-01-26,0.2121,1,0.87,0.22,3,1,1,0
69,578,72,0.2985,0,3,3,2011-01-26,0.2121,1,0.87,0.22,3,1,1,0
55,579,58,0.2985,0,3,3,2011-01-26,0.2121,1,0.87,0.22,3,1,1,0
26,580,28,0.2836,0,3,2,2011-01-26,0.2121,1,0.93,0.22,3,1,1,0
35,581,41,0.3284,0,3,6,2011-01-26,0.197,1,0.93,0.22,3,1,1,0
41,582,48,0.3284,0,3,7,2011-01-26,0.197,1,0.93,0.22,3,1,1,0
43,583,47,0.3284,0,3,4,2011-01-26,0.197,1,0.93,0.22,3,1,1,0
36,584,36,0.3582,0,3,0,2011-01-26,0.197,1,0.93,0.22,3,1,1,0
42,585,43,0.4627,0,3,1,2011-01-26,0.1818,1,0.93,0.22,3,1,1,0
35,586,36,0.3284,0,4,1,2011-01-26,0.197,1,0.93,0.22,3,1,1,0
26,587,26,0.3582,0,3,0,2011-01-26,0.1818,1,0.93,0.2,3,1,1,0
23,588,24,0.194,0,1,1,2011-01-27,0.2273,1,0.55,0.22,4,1,1,0
82,589,84,0.1045,0,1,2,2011-01-27,0.2424,1,0.55,0.22,4,1,1,0
101,590,104,0.0896,0,1,3,2011-01-27,0.2273,1,0.69,0.2,4,1,1,0
76,591,79,0.0896,0,1,3,2011-01-27,0.2273,1,0.69,0.2,4,1,1,0
55,592,59,0.0896,0,1,4,2011-01-27,0.2121,1,0.74,0.18,4,1,1,0
36,593,38,0.0896,0,1,2,2011-01-27,0.2121,1,0.74,0.18,4,1,1,0
27,594,27,0.0896,0,1,0,2011-01-27,0.2121,1,0.74,0.18,4,1,1,0
16,595,16,0.1642,0,1,0,2011-01-27,0.197,1,0.8,0.18,4,1,1,0
9,596,9,0.1343,0,2,0,2011-01-28,0.2121,1,0.75,0.2,5,1,1,0
2,597,3,0.1343,0,2,1,2011-01-28,0.2121,1,0.75,0.2,5,1,1,0
2,598,2,0.1642,0,2,0,2011-01-28,0.2121,1,0.75,0.2,5,1,1,0
0,599,1,0.1045,0,2,1,2011-01-28,0.2273,1,0.75,0.2,5,1,1,0
4,600,4,0.1045,0,2,0,2011-01-28,0.2121,1,0.8,0.18,5,1,1,0
16,601,16,0.1343,0,2,0,2011-01-28,0.197,1,0.8,0.18,5,1,1,0
58,602,60,0.0896,0,2,2,2011-01-28,0.197,1,0.86,0.16,5,1,1,0
155,603,157,0.0896,0,2,2,2011-01-28,0.197,1,0.86,0.16,5,1,1,0
95,604,101,0.0896,0,3,6,2011-01-28,0.2121,1,0.86,0.18,5,1,1,0
49,605,49,0.1045,0,3,0,2011-01-28,0.2121,1,0.86,0.18,5,1,1,0
30,606,30,0.1045,0,3,0,2011-01-28,0.2121,1,0.93,0.18,5,1,1,0
28,607,29,0.1045,0,3,1,2011-01-28,0.2121,1,0.93,0.18,5,1,1,0
31,608,31,0.1045,0,3,0,2011-01-28,0.2121,1,0.93,0.18,5,1,1,0
36,609,38,0.0,0,3,2,2011-01-28,0.2727,1,0.8,0.22,5,1,1,0
40,610,41,0.0,0,2,1,2011-01-28,0.2576,1,0.86,0.2,5,1,1,0
70,611,80,0.0,0,1,10,2011-01-28,0.2727,1,0.8,0.22,5,1,1,0
147,612,149,0.1343,0,1,2,2011-01-28,0.2424,1,0.75,0.24,5,1,1,0
107,613,109,0.194,0,1,2,2011-01-28,0.2273,1,0.75,0.24,5,1,1,0
84,614,89,0.1343,0,2,5,2011-01-28,0.2424,1,0.75,0.24,5,1,1,0
61,615,62,0.194,0,2,1,2011-01-28,0.2273,1,0.7,0.24,5,1,1,0
57,616,58,0.1343,0,2,1,2011-01-28,0.2273,1,0.75,0.22,5,1,1,0
26,617,26,0.3582,0,1,0,2011-01-28,0.2121,1,0.65,0.24,5,1,1,0
22,618,23,0.2239,0,1,1,2011-01-28,0.2273,1,0.6,0.24,5,1,1,0
26,619,28,0.3582,0,1,2,2011-01-29,0.197,1,0.64,0.22,6,0,1,0
20,620,20,0.194,0,1,0,2011-01-29,0.2273,1,0.64,0.22,6,0,1,0
15,621,15,0.1642,0,1,0,2011-01-29,0.2273,1,0.64,0.22,6,0,1,0
5,622,8,0.1343,0,1,3,2011-01-29,0.2121,1,0.64,0.2,6,0,1,0
2,623,3,0.1045,0,1,1,2011-01-29,0.1818,1,0.69,0.16,6,0,1,0
2,624,2,0.1343,0,1,0,2011-01-29,0.1818,1,0.64,0.16,6,0,1,0
4,625,5,0.1045,0,1,1,2011-01-29,0.1818,1,0.59,0.16,6,0,1,0
31,626,34,0.1642,0,1,3,2011-01-29,0.197,1,0.55,0.18,6,0,1,0
34,627,34,0.0896,0,1,0,2011-01-29,0.2121,1,0.59,0.18,6,0,1,0
51,628,55,0.1045,0,2,4,2011-01-29,0.2121,1,0.64,0.18,6,0,1,0
60,629,64,0.1343,0,2,4,2011-01-29,0.197,1,0.64,0.18,6,0,1,0
66,630,78,0.194,0,2,12,2011-01-29,0.197,1,0.59,0.2,6,0,1,0
56,631,65,0.1642,0,2,9,2011-01-29,0.2273,1,0.55,0.22,6,0,1,0
89,632,99,0.1343,0,2,10,2011-01-29,0.2273,1,0.6,0.22,6,0,1,0
98,633,120,0.2537,0,1,22,2011-01-29,0.2121,1,0.69,0.22,6,0,1,0
88,634,107,0.1642,0,1,19,2011-01-29,0.2424,1,0.6,0.24,6,0,1,0
82,635,91,0.0,0,1,9,2011-01-29,0.2879,1,0.6,0.24,6,0,1,0
59,636,68,0.1343,0,1,9,2011-01-29,0.2273,1,0.69,0.22,6,0,1,0
52,637,58,0.2537,0,2,6,2011-01-29,0.2121,1,0.69,0.22,6,0,1,0
42,638,43,0.0896,0,1,1,2011-01-29,0.2121,1,0.74,0.18,6,0,1,0
35,639,36,0.0896,0,1,1,2011-01-29,0.2121,1,0.74,0.18,6,0,1,0
28,640,32,0.0896,0,1,4,2011-01-29,0.197,1,0.8,0.16,6,0,1,0
30,641,33,0.0896,0,1,3,2011-01-29,0.197,1,0.8,0.16,6,0,1,0
33,642,33,0.1045,0,1,0,2011-01-30,0.1818,1,0.8,0.16,0,0,1,0
22,643,29,0.0,0,1,7,2011-01-30,0.2121,1,0.8,0.14,0,0,1,0
10,644,11,0.0,0,1,1,2011-01-30,0.2273,1,0.8,0.16,0,0,1,0
7,645,8,0.0,0,1,1,2011-01-30,0.2121,1,0.93,0.14,0,0,1,0
1,646,1,0.0,0,1,0,2011-01-30,0.2121,1,0.93,0.14,0,0,1,0
3,647,3,0.0,0,1,0,2011-01-30,0.2121,1,0.86,0.14,0,0,1,0
3,648,3,0.0,0,1,0,2011-01-30,0.2121,1,0.86,0.14,0,0,1,0
11,649,12,0.0,0,2,1,2011-01-30,0.2121,1,0.86,0.14,0,0,1,0
34,650,38,0.0,0,2,4,2011-01-30,0.2273,1,0.8,0.16,0,0,1,0
57,651,64,0.0,0,2,7,2011-01-30,0.2424,1,0.8,0.18,0,0,1,0
50,652,59,0.0,0,1,9,2011-01-30,0.2727,1,0.75,0.22,0,0,1,0
87,653,97,0.1045,0,1,10,2011-01-30,0.3182,1,0.52,0.3,0,0,1,0
71,654,84,0.1045,0,1,13,2011-01-30,0.2879,1,0.61,0.28,0,0,1,0
104,655,122,0.0896,0,1,18,2011-01-30,0.303,1,0.61,0.28,0,0,1,0
95,656,109,0.0,0,1,14,2011-01-30,0.3333,1,0.56,0.3,0,0,1,0
104,657,123,0.0,0,1,19,2011-01-30,0.3333,1,0.56,0.3,0,0,1,0
71,658,77,0.194,0,1,6,2011-01-30,0.2879,1,0.56,0.3,0,0,1,0
57,659,65,0.1642,0,1,8,2011-01-30,0.2576,1,0.65,0.26,0,0,1,0
46,660,55,0.194,0,1,9,2011-01-30,0.2576,1,0.65,0.26,0,0,1,0
30,661,33,0.1045,0,2,3,2011-01-30,0.2727,1,0.65,0.26,0,0,1,0
25,662,28,0.1642,0,2,3,2011-01-30,0.2424,1,0.7,0.24,0,0,1,0
19,663,21,0.194,0,2,2,2011-01-30,0.2273,1,0.7,0.24,0,0,1,0
16,664,21,0.2836,0,2,5,2011-01-30,0.2121,1,0.65,0.24,0,0,1,0
6,665,7,0.2239,0,2,1,2011-01-31,0.2273,1,0.65,0.24,1,1,1,0
5,666,7,0.2537,0,1,2,2011-01-31,0.2121,1,0.64,0.22,1,1,1,0
1,667,1,0.194,0,1,0,2011-01-31,0.2273,1,0.64,0.22,1,1,1,0
2,668,2,0.194,0,1,0,2011-01-31,0.2273,1,0.64,0.22,1,1,1,0
2,669,2,0.2239,0,1,0,2011-01-31,0.197,1,0.59,0.2,1,1,1,0
8,670,8,0.2836,0,1,0,2011-01-31,0.1667,1,0.64,0.18,1,1,1,0
37,671,37,0.3284,0,1,0,2011-01-31,0.1364,1,0.69,0.16,1,1,1,0
71,672,72,0.2836,0,2,1,2011-01-31,0.1364,1,0.64,0.16,1,1,1,0
182,673,185,0.2836,0,2,3,2011-01-31,0.1364,1,0.59,0.16,1,1,1,0
112,674,112,0.2985,0,2,0,2011-01-31,0.1364,1,0.59,0.16,1,1,1,0
68,675,69,0.194,0,2,1,2011-01-31,0.1515,1,0.59,0.16,1,1,1,0
46,676,48,0.194,0,2,2,2011-01-31,0.1515,1,0.59,0.16,1,1,1,0
62,677,68,0.1045,0,2,6,2011-01-31,0.2121,1,0.55,0.18,1,1,1,0
52,678,54,0.0,0,2,2,2011-01-31,0.2273,1,0.59,0.16,1,1,1,0
85,679,86,0.1343,0,2,1,2011-01-31,0.197,1,0.55,0.18,1,1,1,0
41,680,44,0.1343,0,2,3,2011-01-31,0.1818,1,0.59,0.16,1,1,1,0
83,681,86,0.194,0,2,3,2011-01-31,0.1818,1,0.56,0.16,1,1,1,0
155,682,161,0.194,0,2,6,2011-01-31,0.1515,1,0.59,0.16,1,1,1,0
153,683,156,0.2239,0,2,3,2011-01-31,0.1515,1,0.55,0.16,1,1,1,0
108,684,111,0.1045,0,1,3,2011-01-31,0.3182,1,0.61,0.3,1,1,1,0
78,685,78,0.1642,0,3,0,2011-01-31,0.1667,1,0.59,0.16,1,1,1,0
53,686,56,0.0896,0,3,3,2011-01-31,0.197,1,0.59,0.16,1,1,1,0
34,687,34,0.1045,0,2,0,2011-01-31,0.1818,1,0.59,0.16,1,1,1,0
15,688,17,0.0896,0,2,2,2011-01-31,0.197,1,0.64,0.16,1,1,1,0
6,689,8,0.1045,0,2,2,2011-02-01,0.1818,2,0.64,0.16,2,1,1,0
3,690,3,0.1045,0,2,0,2011-02-01,0.1818,2,0.69,0.16,2,1,1,0
2,691,2,0.0,0,2,0,2011-02-01,0.2273,2,0.69,0.16,2,1,1,0
2,692,2,0.0,0,2,0,2011-02-01,0.2273,2,0.69,0.16,2,1,1,0
3,693,3,0.0,0,3,0,2011-02-01,0.2121,2,0.93,0.14,2,1,1,0
22,694,22,0.0,0,3,0,2011-02-01,0.2121,2,0.93,0.14,2,1,1,0
52,695,52,0.0,0,3,0,2011-02-01,0.2273,2,0.93,0.16,2,1,1,0
132,696,135,0.0,0,3,3,2011-02-01,0.2273,2,0.93,0.16,2,1,1,0
114,697,116,0.0,0,2,2,2011-02-01,0.2273,2,0.93,0.16,2,1,1,0
47,698,47,0.0,0,2,0,2011-02-01,0.2273,2,0.93,0.16,2,1,1,0
49,699,51,0.0,0,2,2,2011-02-01,0.2424,2,0.86,0.18,2,1,1,0
53,700,55,0.0,0,2,2,2011-02-01,0.2576,2,0.86,0.2,2,1,1,0
49,701,52,0.0,0,2,3,2011-02-01,0.2576,2,0.86,0.2,2,1,1,0
49,702,54,0.0896,0,2,5,2011-02-01,0.2576,2,0.8,0.22,2,1,1,0
45,703,52,0.0,0,2,7,2011-02-01,0.2879,2,0.75,0.24,2,1,1,0
61,704,64,0.1343,0,2,3,2011-02-01,0.2424,2,0.75,0.24,2,1,1,0
172,705,176,0.0,0,2,4,2011-02-01,0.2879,2,0.75,0.24,2,1,1,0
165,706,168,0.1045,0,2,3,2011-02-01,0.2576,2,0.81,0.24,2,1,1,0
105,707,108,0.1343,0,2,3,2011-02-01,0.2424,2,0.81,0.24,2,1,1,0
69,708,74,0.1343,0,2,5,2011-02-01,0.2273,2,0.87,0.22,2,1,1,0
64,709,64,0.1343,0,2,0,2011-02-01,0.2273,2,0.87,0.22,2,1,1,0
34,710,36,0.0896,0,2,2,2011-02-01,0.2576,2,0.87,0.22,2,1,1,0
15,711,16,0.194,0,3,1,2011-02-01,0.197,2,0.93,0.2,2,1,1,0
2,712,2,0.1045,0,3,0,2011-02-02,0.2424,2,0.93,0.22,3,1,1,0
3,713,3,0.194,0,3,0,2011-02-02,0.2273,2,0.93,0.22,3,1,1,0
0,714,4,0.1343,0,3,4,2011-02-02,0.2273,2,0.93,0.22,3,1,1,0
1,715,1,0.1343,0,3,0,2011-02-02,0.2273,2,0.93,0.22,3,1,1,0
1,716,1,0.2836,0,3,0,2011-02-02,0.2121,2,0.93,0.22,3,1,1,0
3,717,3,0.1045,0,3,0,2011-02-02,0.2424,2,0.93,0.22,3,1,1,0
17,718,18,0.1045,0,3,1,2011-02-02,0.2424,2,0.93,0.22,3,1,1,0
48,719,49,0.2239,0,3,1,2011-02-02,0.2121,2,0.93,0.22,3,1,1,0
154,720,155,0.2239,0,3,1,2011-02-02,0.2121,2,0.93,0.22,3,1,1,0
119,721,123,0.0896,0,2,4,2011-02-02,0.2576,2,0.93,0.24,3,1,1,0
59,722,61,0.0,0,2,2,2011-02-02,0.2727,2,1.0,0.22,3,1,1,0
47,723,52,0.194,0,2,5,2011-02-02,0.2273,2,0.93,0.24,3,1,1,0
61,724,64,0.2239,0,2,3,2011-02-02,0.2273,2,0.93,0.24,3,1,1,0
74,725,75,0.1642,0,1,1,2011-02-02,0.3333,2,0.93,0.34,3,1,1,0
61,726,63,0.3881,0,1,2,2011-02-02,0.3939,2,0.82,0.38,3,1,1,0
66,727,76,0.3284,0,1,10,2011-02-02,0.3939,2,0.76,0.38,3,1,1,0
95,728,103,0.2985,0,1,8,2011-02-02,0.3333,2,0.71,0.36,3,1,1,0
183,729,190,0.5224,0,1,7,2011-02-02,0.3182,2,0.53,0.36,3,1,1,0
175,730,182,0.5522,0,1,7,2011-02-02,0.2879,2,0.42,0.34,3,1,1,0
88,731,91,0.4925,0,1,3,2011-02-02,0.2424,2,0.45,0.28,3,1,1,0
71,732,75,0.5522,0,1,4,2011-02-02,0.197,2,0.48,0.24,3,1,1,0
62,733,63,0.3284,0,1,1,2011-02-02,0.197,2,0.47,0.22,3,1,1,0
35,734,40,0.2537,0,1,5,2011-02-02,0.2121,2,0.44,0.22,3,1,1,0
29,735,32,0.4478,0,1,3,2011-02-02,0.1667,2,0.44,0.2,3,1,1,0
11,736,12,0.4478,0,1,1,2011-02-03,0.1667,2,0.4,0.2,4,1,1,0
5,737,5,0.5224,0,1,0,2011-02-03,0.1515,2,0.44,0.2,4,1,1,0
2,738,2,0.2537,0,1,0,2011-02-03,0.1667,2,0.43,0.18,4,1,1,0
1,739,1,0.2537,0,1,0,2011-02-03,0.1667,2,0.43,0.18,4,1,1,0
2,740,2,0.2985,0,1,0,2011-02-03,0.1364,2,0.5,0.16,4,1,1,0
39,741,39,0.3582,0,1,0,2011-02-03,0.1364,2,0.43,0.16,4,1,1,0
86,742,87,0.3284,0,1,1,2011-02-03,0.1212,2,0.5,0.14,4,1,1,0
184,743,188,0.3582,0,1,4,2011-02-03,0.1212,2,0.5,0.14,4,1,1,0
127,744,133,0.2985,0,1,6,2011-02-03,0.1364,2,0.47,0.16,4,1,1,0
50,745,52,0.3284,0,1,2,2011-02-03,0.1515,2,0.43,0.18,4,1,1,0
55,746,64,0.4478,0,1,9,2011-02-03,0.1364,2,0.43,0.18,4,1,1,0
67,747,69,0.3582,0,1,2,2011-02-03,0.1818,2,0.4,0.2,4,1,1,0
47,748,51,0.4179,0,1,4,2011-02-03,0.1667,2,0.4,0.2,4,1,1,0
43,749,47,0.3881,0,1,4,2011-02-03,0.197,2,0.37,0.22,4,1,1,0
56,750,60,0.3284,0,1,4,2011-02-03,0.197,2,0.37,0.22,4,1,1,0
73,751,78,0.2537,0,1,5,2011-02-03,0.2121,2,0.37,0.22,4,1,1,0
170,752,175,0.194,0,1,5,2011-02-03,0.197,2,0.4,0.2,4,1,1,0
145,753,147,0.1642,0,1,2,2011-02-03,0.2121,2,0.4,0.2,4,1,1,0
92,754,96,0.0,0,1,4,2011-02-03,0.2576,2,0.4,0.2,4,1,1,0
108,755,109,0.0896,0,1,1,2011-02-03,0.2273,2,0.47,0.2,4,1,1,0
53,756,54,0.1045,0,1,1,2011-02-03,0.2121,2,0.55,0.18,4,1,1,0
39,757,41,0.0896,0,1,2,2011-02-03,0.2121,2,0.51,0.18,4,1,1,0
34,758,38,0.1045,0,1,4,2011-02-03,0.2273,2,0.47,0.2,4,1,1,0
10,759,13,0.0,0,2,3,2011-02-04,0.2576,2,0.44,0.2,5,1,1,0
7,760,7,0.0,0,2,0,2011-02-04,0.2273,2,0.59,0.16,5,1,1,0
1,761,1,0.1045,0,2,0,2011-02-04,0.1667,2,0.63,0.14,5,1,1,0
1,762,1,0.1045,0,2,0,2011-02-04,0.1667,2,0.63,0.14,5,1,1,0
7,763,7,0.1343,0,2,0,2011-02-04,0.1515,2,0.63,0.14,5,1,1,0
26,764,28,0.0,0,2,2,2011-02-04,0.2273,2,0.55,0.16,5,1,1,0
87,765,87,0.0,0,1,0,2011-02-04,0.2121,2,0.59,0.14,5,1,1,0
217,766,220,0.1343,0,1,3,2011-02-04,0.1515,2,0.74,0.14,5,1,1,0
124,767,127,0.1343,0,2,3,2011-02-04,0.1818,2,0.8,0.16,5,1,1,0
46,768,51,0.1343,0,2,5,2011-02-04,0.2121,2,0.51,0.2,5,1,1,0
61,769,64,0.1642,0,1,3,2011-02-04,0.2273,2,0.51,0.22,5,1,1,0
78,770,86,0.1642,0,2,8,2011-02-04,0.2424,2,0.48,0.24,5,1,1,0
73,771,82,0.2239,0,2,9,2011-02-04,0.2576,2,0.5,0.26,5,1,1,0
76,772,91,0.1642,0,2,15,2011-02-04,0.2727,2,0.45,0.28,5,1,1,0
81,773,90,0.2537,0,2,9,2011-02-04,0.2727,2,0.48,0.28,5,1,1,0
91,774,99,0.2239,0,2,8,2011-02-04,0.2879,2,0.42,0.3,5,1,1,0
195,775,205,0.1343,0,2,10,2011-02-04,0.2727,2,0.56,0.26,5,1,1,0
152,776,155,0.1045,0,2,3,2011-02-04,0.2576,2,0.6,0.24,5,1,1,0
